"Código","Municipio","Total de viviendas","Tipo de Vivienda","Cantidad de Viviendas","Porcentaje de Viviendas"
1803,"El Estor",15709,"Rancho",2268,14.44
1803,"El Estor",15709,"Improvisada",149,0.95
1803,"El Estor",15709,"Otro",9,0.06
1803,"El Estor",15709,"Particular no registrada",3,0.02
1804,"Morales",29331,"Total de viviendas colectivas",3,0.01
1804,"Morales",29331,"Casa Formal",27280,93.01
1804,"Morales",29331,"Apartamento",137,0.47
1804,"Morales",29331,"Cuarto de casa de vecindad",1214,4.14
1804,"Morales",29331,"Rancho",433,1.48
1804,"Morales",29331,"Improvisada",200,0.68
1804,"Morales",29331,"Otro",21,0.07
1804,"Morales",29331,"Particular no registrada",43,0.15
1805,"Los Amates",17249,"Total de viviendas colectivas",4,0.02
1805,"Los Amates",17249,"Casa Formal",16564,96.03
1805,"Los Amates",17249,"Apartamento",15,0.09
1805,"Los Amates",17249,"Cuarto de casa de vecindad",239,1.39
1805,"Los Amates",17249,"Rancho",252,1.46
1805,"Los Amates",17249,"Improvisada",131,0.76
1805,"Los Amates",17249,"Otro",13,0.08
1805,"Los Amates",17249,"Particular no registrada",31,0.18
1901,"Zacapa",19011,"Total de viviendas colectivas",5,0.03
1901,"Zacapa",19011,"Casa Formal",17918,94.25
1901,"Zacapa",19011,"Apartamento",150,0.79
1901,"Zacapa",19011,"Cuarto de casa de vecindad",506,2.66
1901,"Zacapa",19011,"Rancho",75,0.39
1901,"Zacapa",19011,"Improvisada",267,1.4
1901,"Zacapa",19011,"Otro",22,0.12
1901,"Zacapa",19011,"Particular no registrada",68,0.36
1902,"Estanzuela",3390,"Total de viviendas colectivas",0,0
1902,"Estanzuela",3390,"Casa Formal",3356,99
1902,"Estanzuela",3390,"Apartamento",5,0.15
1902,"Estanzuela",3390,"Cuarto de casa de vecindad",20,0.59
1902,"Estanzuela",3390,"Rancho",0,0
1902,"Estanzuela",3390,"Improvisada",3,0.09
1902,"Estanzuela",3390,"Otro",0,0
1902,"Estanzuela",3390,"Particular no registrada",6,0.18
1903,"Río Hondo",8191,"Total de viviendas colectivas",3,0.04
1903,"Río Hondo",8191,"Casa Formal",8112,99.04
1903,"Río Hondo",8191,"Apartamento",10,0.12
1903,"Río Hondo",8191,"Cuarto de casa de vecindad",28,0.34
1903,"Río Hondo",8191,"Rancho",18,0.22
1903,"Río Hondo",8191,"Improvisada",7,0.09
1903,"Río Hondo",8191,"Otro",2,0.02
1903,"Río Hondo",8191,"Particular no registrada",11,0.13
1904,"Gualán",13761,"Total de viviendas colectivas",1,0.01
1904,"Gualán",13761,"Casa Formal",13449,97.73
1904,"Gualán",13761,"Apartamento",36,0.26
1904,"Gualán",13761,"Cuarto de casa de vecindad",20,0.15
1904,"Gualán",13761,"Rancho",40,0.29
1904,"Gualán",13761,"Improvisada",113,0.82
1904,"Gualán",13761,"Otro",7,0.05
1904,"Gualán",13761,"Particular no registrada",95,0.69
1905,"Teculután",5622,"Total de viviendas colectivas",2,0.04
1905,"Teculután",5622,"Casa Formal",5533,98.42
1905,"Teculután",5622,"Apartamento",7,0.12
1905,"Teculután",5622,"Cuarto de casa de vecindad",30,0.53
1905,"Teculután",5622,"Rancho",37,0.66
1905,"Teculután",5622,"Improvisada",10,0.18
1905,"Teculután",5622,"Otro",0,0
1905,"Teculután",5622,"Particular no registrada",3,0.05
1906,"Usumatlán",3984,"Total de viviendas colectivas",0,0
1906,"Usumatlán",3984,"Casa Formal",3892,97.69
1906,"Usumatlán",3984,"Apartamento",6,0.15
1906,"Usumatlán",3984,"Cuarto de casa de vecindad",1,0.03
1906,"Usumatlán",3984,"Rancho",63,1.58
1906,"Usumatlán",3984,"Improvisada",18,0.45
1906,"Usumatlán",3984,"Otro",4,0.1
1906,"Usumatlán",3984,"Particular no registrada",0,0
1907,"Cabañas",4237,"Total de viviendas colectivas",0,0
1907,"Cabañas",4237,"Casa Formal",4075,96.18
1907,"Cabañas",4237,"Apartamento",9,0.21
1907,"Cabañas",4237,"Cuarto de casa de vecindad",39,0.92
1907,"Cabañas",4237,"Rancho",102,2.41
1907,"Cabañas",4237,"Improvisada",8,0.19
1907,"Cabañas",4237,"Otro",0,0
1907,"Cabañas",4237,"Particular no registrada",4,0.09
1908,"San Diego",2353,"Total de viviendas colectivas",0,0
1908,"San Diego",2353,"Casa Formal",2339,99.41
1908,"San Diego",2353,"Apartamento",0,0
1908,"San Diego",2353,"Cuarto de casa de vecindad",7,0.3
1908,"San Diego",2353,"Rancho",3,0.13
1908,"San Diego",2353,"Improvisada",1,0.04
1908,"San Diego",2353,"Otro",0,0
1908,"San Diego",2353,"Particular no registrada",3,0.13
1909,"La Unión",8112,"Total de viviendas colectivas",0,0
1909,"La Unión",8112,"Casa Formal",8026,98.94
1909,"La Unión",8112,"Apartamento",1,0.01
1909,"La Unión",8112,"Cuarto de casa de vecindad",8,0.1
1909,"La Unión",8112,"Rancho",53,0.65
1909,"La Unión",8112,"Improvisada",12,0.15
1909,"La Unión",8112,"Otro",5,0.06
1909,"La Unión",8112,"Particular no registrada",7,0.09
1910,"Huité",3538,"Total de viviendas colectivas",0,0
1910,"Huité",3538,"Casa Formal",3498,98.87
1910,"Huité",3538,"Apartamento",7,0.2
1910,"Huité",3538,"Cuarto de casa de vecindad",18,0.51
1910,"Huité",3538,"Rancho",7,0.2
1910,"Huité",3538,"Improvisada",6,0.17
1910,"Huité",3538,"Otro",0,0
1910,"Huité",3538,"Particular no registrada",2,0.06
1911,"San Jorge",3455,"Total de viviendas colectivas",0,0
1911,"San Jorge",3455,"Casa Formal",3402,98.47
1911,"San Jorge",3455,"Apartamento",7,0.2
1911,"San Jorge",3455,"Cuarto de casa de vecindad",4,0.12
1911,"San Jorge",3455,"Rancho",16,0.46
1911,"San Jorge",3455,"Improvisada",23,0.67
1911,"San Jorge",3455,"Otro",3,0.09
1911,"San Jorge",3455,"Particular no registrada",0,0
2001,"Chiquimula",28685,"Total de viviendas colectivas",9,0.03
2001,"Chiquimula",28685,"Casa Formal",26877,93.7
2001,"Chiquimula",28685,"Apartamento",195,0.68
2001,"Chiquimula",28685,"Cuarto de casa de vecindad",156,0.54
2001,"Chiquimula",28685,"Rancho",1286,4.48
2001,"Chiquimula",28685,"Improvisada",95,0.33
2001,"Chiquimula",28685,"Otro",33,0.12
2001,"Chiquimula",28685,"Particular no registrada",34,0.12
2002,"San José la Arada",2869,"Total de viviendas colectivas",2,0.07
2002,"San José la Arada",2869,"Casa Formal",2824,98.43
2002,"San José la Arada",2869,"Apartamento",5,0.17
2002,"San José la Arada",2869,"Cuarto de casa de vecindad",6,0.21
2002,"San José la Arada",2869,"Rancho",16,0.56
2002,"San José la Arada",2869,"Improvisada",16,0.56
2002,"San José la Arada",2869,"Otro",0,0
2002,"San José la Arada",2869,"Particular no registrada",0,0
2003,"San Juan Ermita",4353,"Total de viviendas colectivas",2,0.05
2003,"San Juan Ermita",4353,"Casa Formal",3835,88.1
2003,"San Juan Ermita",4353,"Apartamento",1,0.02
2003,"San Juan Ermita",4353,"Cuarto de casa de vecindad",2,0.05
2003,"San Juan Ermita",4353,"Rancho",471,10.82
2003,"San Juan Ermita",4353,"Improvisada",13,0.3
2003,"San Juan Ermita",4353,"Otro",0,0
2003,"San Juan Ermita",4353,"Particular no registrada",29,0.67
2004,"Jocotán",13728,"Total de viviendas colectivas",6,0.04
2004,"Jocotán",13728,"Casa Formal",10899,79.39
2004,"Jocotán",13728,"Apartamento",12,0.09
2004,"Jocotán",13728,"Cuarto de casa de vecindad",19,0.14
2004,"Jocotán",13728,"Rancho",2625,19.12
2004,"Jocotán",13728,"Improvisada",136,0.99
2004,"Jocotán",13728,"Otro",10,0.07
2004,"Jocotán",13728,"Particular no registrada",21,0.15
2005,"Camotán",11988,"Total de viviendas colectivas",4,0.03
2005,"Camotán",11988,"Casa Formal",9600,80.08
2005,"Camotán",11988,"Apartamento",5,0.04
2005,"Camotán",11988,"Cuarto de casa de vecindad",9,0.08
2005,"Camotán",11988,"Rancho",2297,19.16
2005,"Camotán",11988,"Improvisada",44,0.37
2005,"Camotán",11988,"Otro",10,0.08
2005,"Camotán",11988,"Particular no registrada",19,0.16
2006,"Olopa",6350,"Total de viviendas colectivas",1,0.02
2006,"Olopa",6350,"Casa Formal",6245,98.35
2006,"Olopa",6350,"Apartamento",4,0.06
2006,"Olopa",6350,"Cuarto de casa de vecindad",22,0.35
2006,"Olopa",6350,"Rancho",25,0.39
2006,"Olopa",6350,"Improvisada",47,0.74
2006,"Olopa",6350,"Otro",2,0.03
2006,"Olopa",6350,"Particular no registrada",4,0.06
2007,"Esquipulas",15485,"Total de viviendas colectivas",7,0.05
2007,"Esquipulas",15485,"Casa Formal",14990,96.8
2007,"Esquipulas",15485,"Apartamento",132,0.85
2007,"Esquipulas",15485,"Cuarto de casa de vecindad",233,1.5
2007,"Esquipulas",15485,"Rancho",32,0.21
2007,"Esquipulas",15485,"Improvisada",52,0.34
2007,"Esquipulas",15485,"Otro",4,0.03
2007,"Esquipulas",15485,"Particular no registrada",35,0.23
2008,"Concepción las Minas",4870,"Total de viviendas colectivas",1,0.02
2008,"Concepción las Minas",4870,"Casa Formal",4842,99.43
2008,"Concepción las Minas",4870,"Apartamento",4,0.08
2008,"Concepción las Minas",4870,"Cuarto de casa de vecindad",17,0.35
2008,"Concepción las Minas",4870,"Rancho",1,0.02
2008,"Concepción las Minas",4870,"Improvisada",3,0.06
2008,"Concepción las Minas",4870,"Otro",0,0
2008,"Concepción las Minas",4870,"Particular no registrada",2,0.04
2009,"Quezaltepeque",8720,"Total de viviendas colectivas",4,0.05
2009,"Quezaltepeque",8720,"Casa Formal",8531,97.83
2009,"Quezaltepeque",8720,"Apartamento",24,0.28
2009,"Quezaltepeque",8720,"Cuarto de casa de vecindad",116,1.33
2009,"Quezaltepeque",8720,"Rancho",24,0.28
2009,"Quezaltepeque",8720,"Improvisada",14,0.16
2009,"Quezaltepeque",8720,"Otro",5,0.06
2009,"Quezaltepeque",8720,"Particular no registrada",2,0.02
2010,"San Jacinto",3303,"Total de viviendas colectivas",1,0.03
2010,"San Jacinto",3303,"Casa Formal",3175,96.12
2010,"San Jacinto",3303,"Apartamento",0,0
2010,"San Jacinto",3303,"Cuarto de casa de vecindad",1,0.03
2010,"San Jacinto",3303,"Rancho",101,3.06
2010,"San Jacinto",3303,"Improvisada",23,0.7
2010,"San Jacinto",3303,"Otro",0,0
2010,"San Jacinto",3303,"Particular no registrada",2,0.06
2011,"Ipala",7719,"Total de viviendas colectivas",0,0
2011,"Ipala",7719,"Casa Formal",7571,98.08
2011,"Ipala",7719,"Apartamento",26,0.34
2011,"Ipala",7719,"Cuarto de casa de vecindad",70,0.91
2011,"Ipala",7719,"Rancho",3,0.04
2011,"Ipala",7719,"Improvisada",28,0.36
2011,"Ipala",7719,"Otro",0,0
2011,"Ipala",7719,"Particular no registrada",21,0.27
2101,"Jalapa",39023,"Total de viviendas colectivas",8,0.02
2101,"Jalapa",39023,"Casa Formal",37989,97.35
2101,"Jalapa",39023,"Apartamento",274,0.7
2101,"Jalapa",39023,"Cuarto de casa de vecindad",374,0.96
2101,"Jalapa",39023,"Rancho",78,0.2
2101,"Jalapa",39023,"Improvisada",183,0.47
2101,"Jalapa",39023,"Otro",11,0.03
2101,"Jalapa",39023,"Particular no registrada",106,0.27
2102,"San Pedro Pinula",14644,"Total de viviendas colectivas",4,0.03
2102,"San Pedro Pinula",14644,"Casa Formal",14446,98.65
2102,"San Pedro Pinula",14644,"Apartamento",6,0.04
2102,"San Pedro Pinula",14644,"Cuarto de casa de vecindad",22,0.15
2102,"San Pedro Pinula",14644,"Rancho",81,0.55
2102,"San Pedro Pinula",14644,"Improvisada",44,0.3
2102,"San Pedro Pinula",14644,"Otro",13,0.09
2102,"San Pedro Pinula",14644,"Particular no registrada",28,0.19
2103,"San Luis Jilotepeque",7635,"Total de viviendas colectivas",1,0.01
2103,"San Luis Jilotepeque",7635,"Casa Formal",7583,99.32
2103,"San Luis Jilotepeque",7635,"Apartamento",5,0.07
2103,"San Luis Jilotepeque",7635,"Cuarto de casa de vecindad",5,0.07
2103,"San Luis Jilotepeque",7635,"Rancho",13,0.17
2103,"San Luis Jilotepeque",7635,"Improvisada",12,0.16
2103,"San Luis Jilotepeque",7635,"Otro",5,0.07
2103,"San Luis Jilotepeque",7635,"Particular no registrada",11,0.14
2104,"San Manuel Chaparrón",2945,"Total de viviendas colectivas",0,0
2104,"San Manuel Chaparrón",2945,"Casa Formal",2917,99.05
2104,"San Manuel Chaparrón",2945,"Apartamento",1,0.03
2104,"San Manuel Chaparrón",2945,"Cuarto de casa de vecindad",1,0.03
2104,"San Manuel Chaparrón",2945,"Rancho",6,0.2
2104,"San Manuel Chaparrón",2945,"Improvisada",19,0.65
2104,"San Manuel Chaparrón",2945,"Otro",0,0
2104,"San Manuel Chaparrón",2945,"Particular no registrada",1,0.03
2105,"San Carlos Alzatate",4096,"Total de viviendas colectivas",1,0.02
2105,"San Carlos Alzatate",4096,"Casa Formal",4073,99.44
2105,"San Carlos Alzatate",4096,"Apartamento",0,0
2105,"San Carlos Alzatate",4096,"Cuarto de casa de vecindad",2,0.05
2105,"San Carlos Alzatate",4096,"Rancho",4,0.1
2105,"San Carlos Alzatate",4096,"Improvisada",15,0.37
2105,"San Carlos Alzatate",4096,"Otro",1,0.02
2105,"San Carlos Alzatate",4096,"Particular no registrada",0,0
2106,"Monjas",8109,"Total de viviendas colectivas",2,0.02
2106,"Monjas",8109,"Casa Formal",7888,97.27
2106,"Monjas",8109,"Apartamento",40,0.49
2106,"Monjas",8109,"Cuarto de casa de vecindad",57,0.7
2106,"Monjas",8109,"Rancho",8,0.1
2106,"Monjas",8109,"Improvisada",101,1.25
2106,"Monjas",8109,"Otro",2,0.02
2106,"Monjas",8109,"Particular no registrada",11,0.14
2107,"Mataquescuintla",11683,"Total de viviendas colectivas",1,0.01
2107,"Mataquescuintla",11683,"Casa Formal",11544,98.81
2107,"Mataquescuintla",11683,"Apartamento",63,0.54
2107,"Mataquescuintla",11683,"Cuarto de casa de vecindad",34,0.29
2107,"Mataquescuintla",11683,"Rancho",9,0.08
2107,"Mataquescuintla",11683,"Improvisada",13,0.11
2107,"Mataquescuintla",11683,"Otro",4,0.03
2107,"Mataquescuintla",11683,"Particular no registrada",15,0.13
2201,"Jutiapa",38629,"Total de viviendas colectivas",5,0.01
2201,"Jutiapa",38629,"Casa Formal",37527,97.15
2201,"Jutiapa",38629,"Apartamento",246,0.64
2201,"Jutiapa",38629,"Cuarto de casa de vecindad",220,0.57
2201,"Jutiapa",38629,"Rancho",67,0.17
2201,"Jutiapa",38629,"Improvisada",152,0.39
2201,"Jutiapa",38629,"Otro",13,0.03
2201,"Jutiapa",38629,"Particular no registrada",399,1.03
2202,"El Progreso",7304,"Total de viviendas colectivas",1,0.01
2202,"El Progreso",7304,"Casa Formal",7080,96.93
2202,"El Progreso",7304,"Apartamento",114,1.56
2202,"El Progreso",7304,"Cuarto de casa de vecindad",76,1.04
2202,"El Progreso",7304,"Rancho",3,0.04
2202,"El Progreso",7304,"Improvisada",11,0.15
2202,"El Progreso",7304,"Otro",0,0
2202,"El Progreso",7304,"Particular no registrada",19,0.26
2203,"Santa Catarina Mita",10080,"Total de viviendas colectivas",0,0
2203,"Santa Catarina Mita",10080,"Casa Formal",10020,99.4
2203,"Santa Catarina Mita",10080,"Apartamento",9,0.09
2203,"Santa Catarina Mita",10080,"Cuarto de casa de vecindad",11,0.11
2203,"Santa Catarina Mita",10080,"Rancho",2,0.02
2203,"Santa Catarina Mita",10080,"Improvisada",32,0.32
2203,"Santa Catarina Mita",10080,"Otro",1,0.01
2203,"Santa Catarina Mita",10080,"Particular no registrada",5,0.05
2204,"Agua Blanca",6084,"Total de viviendas colectivas",0,0
2204,"Agua Blanca",6084,"Casa Formal",6048,99.41
2204,"Agua Blanca",6084,"Apartamento",9,0.15
2204,"Agua Blanca",6084,"Cuarto de casa de vecindad",1,0.02
2204,"Agua Blanca",6084,"Rancho",5,0.08
2204,"Agua Blanca",6084,"Improvisada",6,0.1
2204,"Agua Blanca",6084,"Otro",4,0.07
2204,"Agua Blanca",6084,"Particular no registrada",11,0.18
2205,"Asunción Mita",15573,"Total de viviendas colectivas",1,0.01
2205,"Asunción Mita",15573,"Casa Formal",15277,98.1
2205,"Asunción Mita",15573,"Apartamento",53,0.34
2205,"Asunción Mita",15573,"Cuarto de casa de vecindad",144,0.92
2205,"Asunción Mita",15573,"Rancho",17,0.11
2205,"Asunción Mita",15573,"Improvisada",66,0.42
2205,"Asunción Mita",15573,"Otro",10,0.06
2205,"Asunción Mita",15573,"Particular no registrada",5,0.03
2206,"Yupiltepeque",4724,"Total de viviendas colectivas",0,0
2206,"Yupiltepeque",4724,"Casa Formal",4699,99.47
2206,"Yupiltepeque",4724,"Apartamento",2,0.04
2206,"Yupiltepeque",4724,"Cuarto de casa de vecindad",3,0.06
2206,"Yupiltepeque",4724,"Rancho",5,0.11
2206,"Yupiltepeque",4724,"Improvisada",11,0.23
2206,"Yupiltepeque",4724,"Otro",0,0
2206,"Yupiltepeque",4724,"Particular no registrada",4,0.08
2207,"Atescatempa",5916,"Total de viviendas colectivas",0,0
2207,"Atescatempa",5916,"Casa Formal",5871,99.24
2207,"Atescatempa",5916,"Apartamento",20,0.34
2207,"Atescatempa",5916,"Cuarto de casa de vecindad",11,0.19
2207,"Atescatempa",5916,"Rancho",2,0.03
2207,"Atescatempa",5916,"Improvisada",11,0.19
2207,"Atescatempa",5916,"Otro",1,0.02
2207,"Atescatempa",5916,"Particular no registrada",0,0
2208,"Jerez",2315,"Total de viviendas colectivas",0,0
2208,"Jerez",2315,"Casa Formal",2305,99.57
2208,"Jerez",2315,"Apartamento",0,0
2208,"Jerez",2315,"Cuarto de casa de vecindad",0,0
2208,"Jerez",2315,"Rancho",3,0.13
2208,"Jerez",2315,"Improvisada",6,0.26
2208,"Jerez",2315,"Otro",1,0.04
2208,"Jerez",2315,"Particular no registrada",0,0
2209,"El Adelanto",1717,"Total de viviendas colectivas",0,0
2209,"El Adelanto",1717,"Casa Formal",1712,99.71
2209,"El Adelanto",1717,"Apartamento",0,0
2209,"El Adelanto",1717,"Cuarto de casa de vecindad",1,0.06
2209,"El Adelanto",1717,"Rancho",0,0
2209,"El Adelanto",1717,"Improvisada",3,0.17
2209,"El Adelanto",1717,"Otro",0,0
2209,"El Adelanto",1717,"Particular no registrada",1,0.06
2210,"Zapotitlán",2423,"Total de viviendas colectivas",0,0
2210,"Zapotitlán",2423,"Casa Formal",2408,99.38
2210,"Zapotitlán",2423,"Apartamento",3,0.12
2210,"Zapotitlán",2423,"Cuarto de casa de vecindad",3,0.12
2210,"Zapotitlán",2423,"Rancho",2,0.08
2210,"Zapotitlán",2423,"Improvisada",7,0.29
2210,"Zapotitlán",2423,"Otro",0,0
2210,"Zapotitlán",2423,"Particular no registrada",0,0
2211,"Comapa",8048,"Total de viviendas colectivas",0,0
2211,"Comapa",8048,"Casa Formal",8004,99.45
2211,"Comapa",8048,"Apartamento",4,0.05
2211,"Comapa",8048,"Cuarto de casa de vecindad",13,0.16
2211,"Comapa",8048,"Rancho",6,0.07
2211,"Comapa",8048,"Improvisada",15,0.19
2211,"Comapa",8048,"Otro",3,0.04
2211,"Comapa",8048,"Particular no registrada",3,0.04
2212,"Jalpatagua",8776,"Total de viviendas colectivas",2,0.02
2212,"Jalpatagua",8776,"Casa Formal",8676,98.86
2212,"Jalpatagua",8776,"Apartamento",6,0.07
2212,"Jalpatagua",8776,"Cuarto de casa de vecindad",33,0.38
2212,"Jalpatagua",8776,"Rancho",7,0.08
2212,"Jalpatagua",8776,"Improvisada",37,0.42
2212,"Jalpatagua",8776,"Otro",1,0.01
2212,"Jalpatagua",8776,"Particular no registrada",14,0.16
2213,"Conguaco",4888,"Total de viviendas colectivas",0,0
2213,"Conguaco",4888,"Casa Formal",4757,97.32
2213,"Conguaco",4888,"Apartamento",1,0.02
2213,"Conguaco",4888,"Cuarto de casa de vecindad",1,0.02
2213,"Conguaco",4888,"Rancho",21,0.43
2213,"Conguaco",4888,"Improvisada",96,1.96
2213,"Conguaco",4888,"Otro",1,0.02
2213,"Conguaco",4888,"Particular no registrada",11,0.23
2214,"Moyuta",11393,"Total de viviendas colectivas",0,0
2214,"Moyuta",11393,"Casa Formal",10715,94.05
2214,"Moyuta",11393,"Apartamento",27,0.24
2214,"Moyuta",11393,"Cuarto de casa de vecindad",10,0.09
2214,"Moyuta",11393,"Rancho",426,3.74
2214,"Moyuta",11393,"Improvisada",190,1.67
2214,"Moyuta",11393,"Otro",10,0.09
2214,"Moyuta",11393,"Particular no registrada",15,0.13
2215,"Pasaco",2852,"Total de viviendas colectivas",0,0
2215,"Pasaco",2852,"Casa Formal",2691,94.35
2215,"Pasaco",2852,"Apartamento",2,0.07
2215,"Pasaco",2852,"Cuarto de casa de vecindad",0,0
2215,"Pasaco",2852,"Rancho",149,5.22
2215,"Pasaco",2852,"Improvisada",9,0.32
2215,"Pasaco",2852,"Otro",0,0
2215,"Pasaco",2852,"Particular no registrada",1,0.04
2216,"San José Acatempa",4301,"Total de viviendas colectivas",0,0
2216,"San José Acatempa",4301,"Casa Formal",4295,99.86
2216,"San José Acatempa",4301,"Apartamento",4,0.09
2216,"San José Acatempa",4301,"Cuarto de casa de vecindad",0,0
2216,"San José Acatempa",4301,"Rancho",1,0.02
2216,"San José Acatempa",4301,"Improvisada",1,0.02
2216,"San José Acatempa",4301,"Otro",0,0
2216,"San José Acatempa",4301,"Particular no registrada",0,0
2217,"Quesada",6493,"Total de viviendas colectivas",0,0
2217,"Quesada",6493,"Casa Formal",6463,99.54
2217,"Quesada",6493,"Apartamento",14,0.22
2217,"Quesada",6493,"Cuarto de casa de vecindad",1,0.02
2217,"Quesada",6493,"Rancho",7,0.11
2217,"Quesada",6493,"Improvisada",6,0.09
2217,"Quesada",6493,"Otro",0,0
2217,"Quesada",6493,"Particular no registrada",2,0.03
