"Código","Municipio","Causa de Inasistencia 4-29 años","Cantidad de Personas"
2009,"Quezaltepeque","No le gusta / no quiere ir",881
2009,"Quezaltepeque","Ya termino sus estudios",153
2009,"Quezaltepeque","Otra causa",1429
2009,"Quezaltepeque","No especificado",1323
2010,"San Jacinto","Falta de dinero",1002
2010,"San Jacinto","Tiene que trabajar",676
2010,"San Jacinto","No hay escuela, instituto o universidad",5
2010,"San Jacinto","Los padres / pareja no quieren",25
2010,"San Jacinto","Quehaceres del hogar",235
2010,"San Jacinto","No le gusta / no quiere ir",357
2010,"San Jacinto","Ya termino sus estudios",59
2010,"San Jacinto","Otra causa",916
2010,"San Jacinto","No especificado",412
2011,"Ipala","Falta de dinero",1085
2011,"Ipala","Tiene que trabajar",1044
2011,"Ipala","No hay escuela, instituto o universidad",57
2011,"Ipala","Los padres / pareja no quieren",133
2011,"Ipala","Quehaceres del hogar",193
2011,"Ipala","No le gusta / no quiere ir",1089
2011,"Ipala","Ya termino sus estudios",127
2011,"Ipala","Otra causa",1026
2011,"Ipala","No especificado",1042
2101,"Jalapa","Falta de dinero",10985
2101,"Jalapa","Tiene que trabajar",8333
2101,"Jalapa","No hay escuela, instituto o universidad",256
2101,"Jalapa","Los padres / pareja no quieren",729
2101,"Jalapa","Quehaceres del hogar",1433
2101,"Jalapa","No le gusta / no quiere ir",7969
2101,"Jalapa","Ya termino sus estudios",882
2101,"Jalapa","Otra causa",10378
2101,"Jalapa","No especificado",4836
2102,"San Pedro Pinula","Falta de dinero",5632
2102,"San Pedro Pinula","Tiene que trabajar",2759
2102,"San Pedro Pinula","No hay escuela, instituto o universidad",71
2102,"San Pedro Pinula","Los padres / pareja no quieren",392
2102,"San Pedro Pinula","Quehaceres del hogar",808
2102,"San Pedro Pinula","No le gusta / no quiere ir",3800
2102,"San Pedro Pinula","Ya termino sus estudios",259
2102,"San Pedro Pinula","Otra causa",5809
2102,"San Pedro Pinula","No especificado",1576
2103,"San Luis Jilotepeque","Falta de dinero",1715
2103,"San Luis Jilotepeque","Tiene que trabajar",1386
2103,"San Luis Jilotepeque","No hay escuela, instituto o universidad",14
2103,"San Luis Jilotepeque","Los padres / pareja no quieren",150
2103,"San Luis Jilotepeque","Quehaceres del hogar",287
2103,"San Luis Jilotepeque","No le gusta / no quiere ir",1392
2103,"San Luis Jilotepeque","Ya termino sus estudios",120
2103,"San Luis Jilotepeque","Otra causa",1142
2103,"San Luis Jilotepeque","No especificado",556
2104,"San Manuel Chaparrón","Falta de dinero",540
2104,"San Manuel Chaparrón","Tiene que trabajar",394
2104,"San Manuel Chaparrón","No hay escuela, instituto o universidad",8
2104,"San Manuel Chaparrón","Los padres / pareja no quieren",34
2104,"San Manuel Chaparrón","Quehaceres del hogar",73
2104,"San Manuel Chaparrón","No le gusta / no quiere ir",225
2104,"San Manuel Chaparrón","Ya termino sus estudios",15
2104,"San Manuel Chaparrón","Otra causa",387
2104,"San Manuel Chaparrón","No especificado",305
2105,"San Carlos Alzatate","Falta de dinero",1760
2105,"San Carlos Alzatate","Tiene que trabajar",754
2105,"San Carlos Alzatate","No hay escuela, instituto o universidad",44
2105,"San Carlos Alzatate","Los padres / pareja no quieren",101
2105,"San Carlos Alzatate","Quehaceres del hogar",136
2105,"San Carlos Alzatate","No le gusta / no quiere ir",1437
2105,"San Carlos Alzatate","Ya termino sus estudios",110
2105,"San Carlos Alzatate","Otra causa",1423
2105,"San Carlos Alzatate","No especificado",548
2106,"Monjas","Falta de dinero",1407
2106,"Monjas","Tiene que trabajar",1348
2106,"Monjas","No hay escuela, instituto o universidad",33
2106,"Monjas","Los padres / pareja no quieren",94
2106,"Monjas","Quehaceres del hogar",202
2106,"Monjas","No le gusta / no quiere ir",1364
2106,"Monjas","Ya termino sus estudios",294
2106,"Monjas","Otra causa",1564
2106,"Monjas","No especificado",1141
2107,"Mataquescuintla","Falta de dinero",3327
2107,"Mataquescuintla","Tiene que trabajar",1547
2107,"Mataquescuintla","No hay escuela, instituto o universidad",313
2107,"Mataquescuintla","Los padres / pareja no quieren",218
2107,"Mataquescuintla","Quehaceres del hogar",290
2107,"Mataquescuintla","No le gusta / no quiere ir",3395
2107,"Mataquescuintla","Ya termino sus estudios",149
2107,"Mataquescuintla","Otra causa",2576
2107,"Mataquescuintla","No especificado",1142
2201,"Jutiapa","Falta de dinero",9564
2201,"Jutiapa","Tiene que trabajar",6995
2201,"Jutiapa","No hay escuela, instituto o universidad",254
2201,"Jutiapa","Los padres / pareja no quieren",842
2201,"Jutiapa","Quehaceres del hogar",1210
2201,"Jutiapa","No le gusta / no quiere ir",5557
2201,"Jutiapa","Ya termino sus estudios",917
2201,"Jutiapa","Otra causa",7717
2201,"Jutiapa","No especificado",6368
2202,"El Progreso","Falta de dinero",737
2202,"El Progreso","Tiene que trabajar",1128
2202,"El Progreso","No hay escuela, instituto o universidad",3
2202,"El Progreso","Los padres / pareja no quieren",40
2202,"El Progreso","Quehaceres del hogar",72
2202,"El Progreso","No le gusta / no quiere ir",663
2202,"El Progreso","Ya termino sus estudios",156
2202,"El Progreso","Otra causa",966
2202,"El Progreso","No especificado",1193
2203,"Santa Catarina Mita","Falta de dinero",1374
2203,"Santa Catarina Mita","Tiene que trabajar",1147
2203,"Santa Catarina Mita","No hay escuela, instituto o universidad",63
2203,"Santa Catarina Mita","Los padres / pareja no quieren",144
2203,"Santa Catarina Mita","Quehaceres del hogar",253
2203,"Santa Catarina Mita","No le gusta / no quiere ir",1659
2203,"Santa Catarina Mita","Ya termino sus estudios",139
2203,"Santa Catarina Mita","Otra causa",1620
2203,"Santa Catarina Mita","No especificado",962
2204,"Agua Blanca","Falta de dinero",1180
2204,"Agua Blanca","Tiene que trabajar",558
2204,"Agua Blanca","No hay escuela, instituto o universidad",85
2204,"Agua Blanca","Los padres / pareja no quieren",73
2204,"Agua Blanca","Quehaceres del hogar",56
2204,"Agua Blanca","No le gusta / no quiere ir",526
2204,"Agua Blanca","Ya termino sus estudios",107
2204,"Agua Blanca","Otra causa",633
2204,"Agua Blanca","No especificado",785
2205,"Asunción Mita","Falta de dinero",2811
2205,"Asunción Mita","Tiene que trabajar",2359
2205,"Asunción Mita","No hay escuela, instituto o universidad",97
2205,"Asunción Mita","Los padres / pareja no quieren",189
2205,"Asunción Mita","Quehaceres del hogar",312
2205,"Asunción Mita","No le gusta / no quiere ir",2249
2205,"Asunción Mita","Ya termino sus estudios",143
2205,"Asunción Mita","Otra causa",2071
2205,"Asunción Mita","No especificado",1615
2206,"Yupiltepeque","Falta de dinero",1294
2206,"Yupiltepeque","Tiene que trabajar",868
2206,"Yupiltepeque","No hay escuela, instituto o universidad",14
2206,"Yupiltepeque","Los padres / pareja no quieren",36
2206,"Yupiltepeque","Quehaceres del hogar",104
2206,"Yupiltepeque","No le gusta / no quiere ir",537
2206,"Yupiltepeque","Ya termino sus estudios",62
2206,"Yupiltepeque","Otra causa",776
2206,"Yupiltepeque","No especificado",526
2207,"Atescatempa","Falta de dinero",1064
2207,"Atescatempa","Tiene que trabajar",795
2207,"Atescatempa","No hay escuela, instituto o universidad",0
2207,"Atescatempa","Los padres / pareja no quieren",51
2207,"Atescatempa","Quehaceres del hogar",130
2207,"Atescatempa","No le gusta / no quiere ir",496
2207,"Atescatempa","Ya termino sus estudios",66
2207,"Atescatempa","Otra causa",650
2207,"Atescatempa","No especificado",960
2208,"Jerez","Falta de dinero",350
2208,"Jerez","Tiene que trabajar",303
2208,"Jerez","No hay escuela, instituto o universidad",3
2208,"Jerez","Los padres / pareja no quieren",7
2208,"Jerez","Quehaceres del hogar",59
2208,"Jerez","No le gusta / no quiere ir",142
2208,"Jerez","Ya termino sus estudios",17
2208,"Jerez","Otra causa",219
2208,"Jerez","No especificado",168
2209,"El Adelanto","Falta de dinero",313
2209,"El Adelanto","Tiene que trabajar",285
2209,"El Adelanto","No hay escuela, instituto o universidad",15
2209,"El Adelanto","Los padres / pareja no quieren",44
2209,"El Adelanto","Quehaceres del hogar",16
2209,"El Adelanto","No le gusta / no quiere ir",237
2209,"El Adelanto","Ya termino sus estudios",137
2209,"El Adelanto","Otra causa",346
2209,"El Adelanto","No especificado",157
2210,"Zapotitlán","Falta de dinero",440
2210,"Zapotitlán","Tiene que trabajar",335
2210,"Zapotitlán","No hay escuela, instituto o universidad",16
2210,"Zapotitlán","Los padres / pareja no quieren",18
2210,"Zapotitlán","Quehaceres del hogar",83
2210,"Zapotitlán","No le gusta / no quiere ir",254
2210,"Zapotitlán","Ya termino sus estudios",90
2210,"Zapotitlán","Otra causa",398
2210,"Zapotitlán","No especificado",476
2211,"Comapa","Falta de dinero",2246
2211,"Comapa","Tiene que trabajar",1254
2211,"Comapa","No hay escuela, instituto o universidad",116
2211,"Comapa","Los padres / pareja no quieren",154
2211,"Comapa","Quehaceres del hogar",311
2211,"Comapa","No le gusta / no quiere ir",1155
2211,"Comapa","Ya termino sus estudios",330
2211,"Comapa","Otra causa",1657
2211,"Comapa","No especificado",1187
2212,"Jalpatagua","Falta de dinero",1415
2212,"Jalpatagua","Tiene que trabajar",1111
2212,"Jalpatagua","No hay escuela, instituto o universidad",29
2212,"Jalpatagua","Los padres / pareja no quieren",82
2212,"Jalpatagua","Quehaceres del hogar",217
2212,"Jalpatagua","No le gusta / no quiere ir",944
2212,"Jalpatagua","Ya termino sus estudios",139
2212,"Jalpatagua","Otra causa",1639
2212,"Jalpatagua","No especificado",1090
2213,"Conguaco","Falta de dinero",2094
2213,"Conguaco","Tiene que trabajar",762
2213,"Conguaco","No hay escuela, instituto o universidad",99
2213,"Conguaco","Los padres / pareja no quieren",55
2213,"Conguaco","Quehaceres del hogar",239
2213,"Conguaco","No le gusta / no quiere ir",980
2213,"Conguaco","Ya termino sus estudios",207
2213,"Conguaco","Otra causa",1484
2213,"Conguaco","No especificado",780
2214,"Moyuta","Falta de dinero",2950
2214,"Moyuta","Tiene que trabajar",1191
2214,"Moyuta","No hay escuela, instituto o universidad",85
2214,"Moyuta","Los padres / pareja no quieren",114
2214,"Moyuta","Quehaceres del hogar",174
2214,"Moyuta","No le gusta / no quiere ir",1184
2214,"Moyuta","Ya termino sus estudios",519
2214,"Moyuta","Otra causa",2149
2214,"Moyuta","No especificado",1715
2215,"Pasaco","Falta de dinero",446
2215,"Pasaco","Tiene que trabajar",279
2215,"Pasaco","No hay escuela, instituto o universidad",14
2215,"Pasaco","Los padres / pareja no quieren",4
2215,"Pasaco","Quehaceres del hogar",65
2215,"Pasaco","No le gusta / no quiere ir",154
2215,"Pasaco","Ya termino sus estudios",118
2215,"Pasaco","Otra causa",558
2215,"Pasaco","No especificado",379
2216,"San José Acatempa","Falta de dinero",698
2216,"San José Acatempa","Tiene que trabajar",476
2216,"San José Acatempa","No hay escuela, instituto o universidad",13
2216,"San José Acatempa","Los padres / pareja no quieren",26
2216,"San José Acatempa","Quehaceres del hogar",74
2216,"San José Acatempa","No le gusta / no quiere ir",283
2216,"San José Acatempa","Ya termino sus estudios",156
2216,"San José Acatempa","Otra causa",571
2216,"San José Acatempa","No especificado",601
2217,"Quesada","Falta de dinero",1303
2217,"Quesada","Tiene que trabajar",1060
2217,"Quesada","No hay escuela, instituto o universidad",12
2217,"Quesada","Los padres / pareja no quieren",106
2217,"Quesada","Quehaceres del hogar",255
2217,"Quesada","No le gusta / no quiere ir",748
2217,"Quesada","Ya termino sus estudios",119
2217,"Quesada","Otra causa",1047
2217,"Quesada","No especificado",876
