"Código","Municipio","Total de mujeres en edad fértil","Situación","Cantidad de Mujeres","Porcentaje de Mujeres"
1614,"Chahal",6912,"Con  4 hijos nacidos",598,0.09
1615,"Fray Bartolomé de las Casas",16834,"Con  4 hijos nacidos",1478,0.09
1616,"Santa Catalina La Tinta",10356,"Con  4 hijos nacidos",949,0.09
1617,"Raxruhá",9279,"Con  4 hijos nacidos",890,0.1
1701,"Flores",10948,"Con  4 hijos nacidos",972,0.09
1702,"San José",1826,"Con  4 hijos nacidos",166,0.09
1703,"San Benito",12803,"Con  4 hijos nacidos",1266,0.1
1704,"San Andrés",8228,"Con  4 hijos nacidos",797,0.1
1705,"La Libertad",18392,"Con  4 hijos nacidos",1675,0.09
1706,"San Francisco",4060,"Con  4 hijos nacidos",422,0.1
1707,"Santa Ana",5989,"Con  4 hijos nacidos",483,0.08
1708,"Dolores",6887,"Con  4 hijos nacidos",609,0.09
1709,"San Luis",18010,"Con  4 hijos nacidos",1612,0.09
1710,"Sayaxché",23645,"Con  4 hijos nacidos",2156,0.09
1711,"Melchor de Mencos",7551,"Con  4 hijos nacidos",825,0.11
1712,"Poptún",14432,"Con  4 hijos nacidos",1421,0.1
1713,"Las Cruces",8359,"Con  4 hijos nacidos",814,0.1
1714,"El Chal",3755,"Con  4 hijos nacidos",351,0.09
1801,"Puerto Barrios",28502,"Con  4 hijos nacidos",3023,0.11
1802,"Livingston",19257,"Con  4 hijos nacidos",1812,0.09
1803,"El Estor",17875,"Con  4 hijos nacidos",1646,0.09
1804,"Morales",27355,"Con  4 hijos nacidos",2901,0.11
1805,"Los Amates",16007,"Con  4 hijos nacidos",1612,0.1
1901,"Zacapa",16621,"Con  4 hijos nacidos",1971,0.12
1902,"Estanzuela",2774,"Con  4 hijos nacidos",317,0.11
1903,"Río Hondo",6024,"Con  4 hijos nacidos",712,0.12
1904,"Gualán",12009,"Con  4 hijos nacidos",1309,0.11
1905,"Teculután",5032,"Con  4 hijos nacidos",543,0.11
1906,"Usumatlán",3269,"Con  4 hijos nacidos",395,0.12
1907,"Cabañas",3533,"Con  4 hijos nacidos",383,0.11
1908,"San Diego",1927,"Con  4 hijos nacidos",202,0.1
1909,"La Unión",8297,"Con  4 hijos nacidos",684,0.08
1910,"Huité",2970,"Con  4 hijos nacidos",330,0.11
1911,"San Jorge",3343,"Con  4 hijos nacidos",366,0.11
2001,"Chiquimula",30451,"Con  4 hijos nacidos",3049,0.1
2002,"San José la Arada",2376,"Con  4 hijos nacidos",255,0.11
2003,"San Juan Ermita",4340,"Con  4 hijos nacidos",431,0.1
2004,"Jocotán",16505,"Con  4 hijos nacidos",1628,0.1
2005,"Camotán",13857,"Con  4 hijos nacidos",1235,0.09
2006,"Olopa",6866,"Con  4 hijos nacidos",592,0.09
2007,"Esquipulas",14922,"Con  4 hijos nacidos",1537,0.1
2008,"Concepción las Minas",3190,"Con  4 hijos nacidos",347,0.11
2009,"Quezaltepeque",8185,"Con  4 hijos nacidos",810,0.1
2010,"San Jacinto",3494,"Con  4 hijos nacidos",344,0.1
2011,"Ipala",6296,"Con  4 hijos nacidos",724,0.11
2101,"Jalapa",42623,"Con  4 hijos nacidos",4037,0.09
2102,"San Pedro Pinula",15694,"Con  4 hijos nacidos",1480,0.09
2103,"San Luis Jilotepeque",7307,"Con  4 hijos nacidos",752,0.1
2104,"San Manuel Chaparrón",2289,"Con  4 hijos nacidos",273,0.12
2105,"San Carlos Alzatate",4999,"Con  4 hijos nacidos",403,0.08
2106,"Monjas",7665,"Con  4 hijos nacidos",841,0.11
2107,"Mataquescuintla",11337,"Con  4 hijos nacidos",1071,0.09
2201,"Jutiapa",39656,"Con  4 hijos nacidos",4130,0.1
2202,"El Progreso",6350,"Con  4 hijos nacidos",690,0.11
2203,"Santa Catarina Mita",8125,"Con  4 hijos nacidos",904,0.11
2204,"Agua Blanca",4440,"Con  4 hijos nacidos",558,0.13
2205,"Asunción Mita",13397,"Con  4 hijos nacidos",1500,0.11
2206,"Yupiltepeque",4731,"Con  4 hijos nacidos",476,0.1
2207,"Atescatempa",4966,"Con  4 hijos nacidos",623,0.13
2208,"Jerez",1648,"Con  4 hijos nacidos",214,0.13
2209,"El Adelanto",1715,"Con  4 hijos nacidos",165,0.1
2210,"Zapotitlán",2385,"Con  4 hijos nacidos",251,0.11
2211,"Comapa",8354,"Con  4 hijos nacidos",880,0.11
2212,"Jalpatagua",7773,"Con  4 hijos nacidos",901,0.12
2213,"Conguaco",5724,"Con  4 hijos nacidos",480,0.08
2214,"Moyuta",10365,"Con  4 hijos nacidos",1149,0.11
2215,"Pasaco",2199,"Con  4 hijos nacidos",260,0.12
2216,"San José Acatempa",3796,"Con  4 hijos nacidos",488,0.13
2217,"Quesada",6155,"Con  4 hijos nacidos",742,0.12
101,"Guatemala",263622,"Con  5 o más hijos nacidos",34362,0.13
102,"Santa Catarina Pinula",23901,"Con  5 o más hijos nacidos",3388,0.14
103,"San José Pinula",23316,"Con  5 o más hijos nacidos",3948,0.17
104,"San José del Golfo",1965,"Con  5 o más hijos nacidos",535,0.27
105,"Palencia",19386,"Con  5 o más hijos nacidos",4833,0.25
106,"Chinautla",32974,"Con  5 o más hijos nacidos",5891,0.18
107,"San Pedro Ayampuc",16464,"Con  5 o más hijos nacidos",3692,0.22
108,"Mixco",136108,"Con  5 o más hijos nacidos",16865,0.12
109,"San Pedro Sacatepéquez",14527,"Con  5 o más hijos nacidos",3121,0.21
110,"San Juan Sacatepéquez",60398,"Con  5 o más hijos nacidos",14870,0.25
111,"San Raymundo",9010,"Con  5 o más hijos nacidos",2526,0.28
112,"Chuarrancho",3142,"Con  5 o más hijos nacidos",1227,0.39
113,"Fraijanes",16324,"Con  5 o más hijos nacidos",2260,0.14
114,"Amatitlán",33678,"Con  5 o más hijos nacidos",5714,0.17
115,"Villa Nueva",127756,"Con  5 o más hijos nacidos",17520,0.14
116,"Villa Canales",44559,"Con  5 o más hijos nacidos",8257,0.19
117,"San Miguel Petapa",40599,"Con  5 o más hijos nacidos",4603,0.11
201,"Guastatoya",6931,"Con  5 o más hijos nacidos",1444,0.21
202,"Morazán",3180,"Con  5 o más hijos nacidos",940,0.3
203,"San Agustín Acasaguastlán",11692,"Con  5 o más hijos nacidos",3555,0.3
204,"San Cristóbal Acasaguastlán",1955,"Con  5 o más hijos nacidos",542,0.28
205,"El Jícaro",3577,"Con  5 o más hijos nacidos",893,0.25
206,"Sansare",3473,"Con  5 o más hijos nacidos",912,0.26
207,"Sanarate",10818,"Con  5 o más hijos nacidos",2489,0.23
208,"San Antonio la Paz",5562,"Con  5 o más hijos nacidos",1453,0.26
301,"Antigua Guatemala",12916,"Con  5 o más hijos nacidos",2290,0.18
302,"Jocotenango",6227,"Con  5 o más hijos nacidos",939,0.15
303,"Pastores",4986,"Con  5 o más hijos nacidos",982,0.2
304,"Sumpango",10410,"Con  5 o más hijos nacidos",2420,0.23
305,"Santo Domingo Xenacoj",3564,"Con  5 o más hijos nacidos",874,0.25
306,"Santiago Sacatepéquez",8470,"Con  5 o más hijos nacidos",1879,0.22
307,"San Bartolomé Milpas Altas",2316,"Con  5 o más hijos nacidos",361,0.16
308,"San Lucas Sacatepéquez",6865,"Con  5 o más hijos nacidos",994,0.14
309,"Santa Lucía Milpas Altas",4666,"Con  5 o más hijos nacidos",743,0.16
310,"Magdalena Milpas Altas",3404,"Con  5 o más hijos nacidos",758,0.22
311,"Santa María de Jesús",5691,"Con  5 o más hijos nacidos",1786,0.31
312,"Ciudad Vieja",9597,"Con  5 o más hijos nacidos",1813,0.19
313,"San Miguel Dueñas",3701,"Con  5 o más hijos nacidos",687,0.19
314,"San Juan Alotenango",6638,"Con  5 o más hijos nacidos",1676,0.25
315,"San Antonio Aguas Calientes",3174,"Con  5 o más hijos nacidos",737,0.23
316,"Santa Catarina Barahona",1165,"Con  5 o más hijos nacidos",260,0.22
401,"Chimaltenango",28134,"Con  5 o más hijos nacidos",6228,0.22
402,"San José Poaquil",7775,"Con  5 o más hijos nacidos",2435,0.31
403,"San Martín Jilotepeque",20494,"Con  5 o más hijos nacidos",7012,0.34
404,"San Juan Comalapa",13383,"Con  5 o más hijos nacidos",4128,0.31
405,"Santa Apolonia",5015,"Con  5 o más hijos nacidos",1656,0.33
406,"Tecpán Guatemala",24496,"Con  5 o más hijos nacidos",7937,0.32
407,"Patzún",16041,"Con  5 o más hijos nacidos",4867,0.3
408,"San Miguel Pochuta",2263,"Con  5 o más hijos nacidos",828,0.37
409,"Patzicía",9111,"Con  5 o más hijos nacidos",2667,0.29
410,"Santa Cruz Balanyá",2546,"Con  5 o más hijos nacidos",765,0.3
411,"Acatenango",6322,"Con  5 o más hijos nacidos",1938,0.31
412,"San Pedro Yepocapa",8808,"Con  5 o más hijos nacidos",3071,0.35
413,"San Andrés Itzapa",8851,"Con  5 o más hijos nacidos",2341,0.26
414,"Parramos",4545,"Con  5 o más hijos nacidos",1077,0.24
415,"Zaragoza",6732,"Con  5 o más hijos nacidos",1659,0.25
416,"El Tejar",5724,"Con  5 o más hijos nacidos",1096,0.19
501,"Escuintla",42696,"Con  5 o más hijos nacidos",8114,0.19
502,"Santa Lucía Cotzumalguapa",30471,"Con  5 o más hijos nacidos",7295,0.24
503,"La Democracia",6084,"Con  5 o más hijos nacidos",1553,0.26
504,"Siquinalá",6132,"Con  5 o más hijos nacidos",1432,0.23
505,"Masagua",12045,"Con  5 o más hijos nacidos",3111,0.26
506,"Tiquisate",15282,"Con  5 o más hijos nacidos",3568,0.23
507,"La Gomera",12555,"Con  5 o más hijos nacidos",3025,0.24
508,"Guanagazapa",3982,"Con  5 o más hijos nacidos",1317,0.33
509,"San José",17344,"Con  5 o más hijos nacidos",3643,0.21
510,"Iztapa",5076,"Con  5 o más hijos nacidos",1096,0.22
511,"Palín",18821,"Con  5 o más hijos nacidos",3429,0.18
512,"San Vicente Pacaya",4514,"Con  5 o más hijos nacidos",1108,0.25
513,"Nueva Concepción",19822,"Con  5 o más hijos nacidos",5540,0.28
514,"Sipacate",4426,"Con  5 o más hijos nacidos",1185,0.27
601,"Cuilapa",11113,"Con  5 o más hijos nacidos",2656,0.24
602,"Barberena",15892,"Con  5 o más hijos nacidos",3833,0.24
603,"Santa Rosa de Lima",5402,"Con  5 o más hijos nacidos",1535,0.28
604,"Casillas",6840,"Con  5 o más hijos nacidos",2064,0.3
605,"San Rafael las Flores",3387,"Con  5 o más hijos nacidos",1022,0.3
606,"Oratorio",6472,"Con  5 o más hijos nacidos",2024,0.31
607,"San Juan Tecuaco",2596,"Con  5 o más hijos nacidos",963,0.37
608,"Chiquimulilla",14388,"Con  5 o más hijos nacidos",3874,0.27
609,"Taxisco",7702,"Con  5 o más hijos nacidos",2234,0.29
610,"Santa María Ixhuatán",6168,"Con  5 o más hijos nacidos",1934,0.31
611,"Guazacapán",5037,"Con  5 o más hijos nacidos",1346,0.27
612,"Santa Cruz Naranjo",4352,"Con  5 o más hijos nacidos",1050,0.24
613,"Pueblo Nuevo Viñas",6315,"Con  5 o más hijos nacidos",2179,0.35
614,"Nueva Santa Rosa",10035,"Con  5 o más hijos nacidos",2792,0.28
701,"Sololá",25247,"Con  5 o más hijos nacidos",7673,0.3
702,"San José Chacayá",1122,"Con  5 o más hijos nacidos",341,0.3
703,"Santa María Visitación",679,"Con  5 o más hijos nacidos",164,0.24
704,"Santa Lucía Utatlán",6157,"Con  5 o más hijos nacidos",1753,0.28
705,"Nahualá",22424,"Con  5 o más hijos nacidos",6345,0.28
706,"Santa Catarina Ixtahuacán",16963,"Con  5 o más hijos nacidos",4867,0.29
707,"Santa Clara la Laguna",2767,"Con  5 o más hijos nacidos",704,0.25
708,"Concepción",1771,"Con  5 o más hijos nacidos",609,0.34
709,"San Andrés Semetabaj",3867,"Con  5 o más hijos nacidos",1084,0.28
710,"Panajachel",4347,"Con  5 o más hijos nacidos",872,0.2
711,"Santa Catarina Palopó",1073,"Con  5 o más hijos nacidos",342,0.32
712,"San Antonio Palopó",4170,"Con  5 o más hijos nacidos",1274,0.31
713,"San Lucas Tolimán",8279,"Con  5 o más hijos nacidos",2367,0.29
714,"Santa Cruz la Laguna",1569,"Con  5 o más hijos nacidos",490,0.31
715,"San Pablo la Laguna",2107,"Con  5 o más hijos nacidos",550,0.26
716,"San Marcos la Laguna",828,"Con  5 o más hijos nacidos",198,0.24
717,"San Juan la Laguna",3311,"Con  5 o más hijos nacidos",913,0.28
718,"San Pedro la Laguna",2958,"Con  5 o más hijos nacidos",678,0.23
719,"Santiago Atitlán",12280,"Con  5 o más hijos nacidos",3113,0.25
801,"Totonicapán",31356,"Con  5 o más hijos nacidos",8520,0.27
802,"San Cristóbal Totonicapán",10900,"Con  5 o más hijos nacidos",2840,0.26
803,"San Francisco el Alto",16792,"Con  5 o más hijos nacidos",4453,0.27
804,"San Andrés Xecul",8242,"Con  5 o más hijos nacidos",2419,0.29
805,"Momostenango",27315,"Con  5 o más hijos nacidos",10505,0.38
806,"Santa María Chiquimula",14291,"Con  5 o más hijos nacidos",5286,0.37
807,"Santa Lucía la Reforma",5615,"Con  5 o más hijos nacidos",2106,0.38
808,"San Bartolo Aguas Calientes",2728,"Con  5 o más hijos nacidos",1185,0.43
901,"Quetzaltenango",53486,"Con  5 o más hijos nacidos",9047,0.17
902,"Salcajá",5508,"Con  5 o más hijos nacidos",1076,0.2
903,"San Juan Olintepeque",10466,"Con  5 o más hijos nacidos",2417,0.23
904,"San Carlos Sija",8120,"Con  5 o más hijos nacidos",2934,0.36
905,"Sibilia",2247,"Con  5 o más hijos nacidos",752,0.33
906,"Cabricán",6739,"Con  5 o más hijos nacidos",2250,0.33
907,"Cajolá",4304,"Con  5 o más hijos nacidos",1522,0.35
908,"San Miguel Siguilá",2376,"Con  5 o más hijos nacidos",841,0.35
909,"San Juan Ostuncalco",15138,"Con  5 o más hijos nacidos",4645,0.31
910,"San Mateo",2320,"Con  5 o más hijos nacidos",511,0.22
911,"Concepción Chiquirichapa",4983,"Con  5 o más hijos nacidos",1819,0.37
912,"San Martín Sacatepéquez",8563,"Con  5 o más hijos nacidos",2757,0.32
913,"Almolonga",4962,"Con  5 o más hijos nacidos",917,0.18
914,"Cantel",11587,"Con  5 o más hijos nacidos",2854,0.25
915,"Huitán",3809,"Con  5 o más hijos nacidos",1324,0.35
916,"Zunil",4687,"Con  5 o más hijos nacidos",1057,0.23
917,"Colomba Costa Cuca",12394,"Con  5 o más hijos nacidos",4139,0.33
918,"San Francisco la Unión",2210,"Con  5 o más hijos nacidos",841,0.38
919,"El Palmar",7719,"Con  5 o más hijos nacidos",2625,0.34
920,"Coatepeque",28908,"Con  5 o más hijos nacidos",7100,0.25
921,"Génova",9848,"Con  5 o más hijos nacidos",3561,0.36
922,"Flores Costa Cuca",5703,"Con  5 o más hijos nacidos",1744,0.31
923,"La Esperanza",6649,"Con  5 o más hijos nacidos",1246,0.19
924,"Palestina de los Altos",4544,"Con  5 o más hijos nacidos",1547,0.34
1001,"Mazatenango",21030,"Con  5 o más hijos nacidos",4572,0.22
1002,"Cuyotenango",9011,"Con  5 o más hijos nacidos",2310,0.26
1003,"San Francisco Zapotitlán",6178,"Con  5 o más hijos nacidos",1482,0.24
1004,"San Bernardino",4216,"Con  5 o más hijos nacidos",1149,0.27
1005,"San José el Ídolo",2693,"Con  5 o más hijos nacidos",829,0.31
1006,"Santo Domingo Suchitepéquez",11191,"Con  5 o más hijos nacidos",3623,0.32
1007,"San Lorenzo",3561,"Con  5 o más hijos nacidos",1065,0.3
1008,"Samayac",6994,"Con  5 o más hijos nacidos",1559,0.22
1009,"San Pablo Jocopilas",6013,"Con  5 o más hijos nacidos",1417,0.24
1010,"San Antonio Suchitepéquez",15245,"Con  5 o más hijos nacidos",4820,0.32
1011,"San Miguel Panán",2633,"Con  5 o más hijos nacidos",923,0.35
1012,"San Gabriel",2043,"Con  5 o más hijos nacidos",430,0.21
1013,"Chicacao",14831,"Con  5 o más hijos nacidos",5504,0.37
1014,"Patulul",10637,"Con  5 o más hijos nacidos",3088,0.29
1015,"Santa Bárbara",6476,"Con  5 o más hijos nacidos",2267,0.35
1016,"San Juan Bautista",2005,"Con  5 o más hijos nacidos",640,0.32
1017,"Santo Tomas la Unión",3403,"Con  5 o más hijos nacidos",827,0.24
1018,"Zunilito",2255,"Con  5 o más hijos nacidos",554,0.25
1019,"Pueblo Nuevo",3137,"Con  5 o más hijos nacidos",824,0.26
1020,"Río Bravo",7124,"Con  5 o más hijos nacidos",2227,0.31
1021,"San José La Máquina",6174,"Con  5 o más hijos nacidos",1984,0.32
1101,"Retalhuleu",24735,"Con  5 o más hijos nacidos",5722,0.23
1102,"San Sebastián",8203,"Con  5 o más hijos nacidos",1907,0.23
1103,"Santa Cruz Muluá",3662,"Con  5 o más hijos nacidos",1009,0.28
1104,"San Martín Zapotitlán",3249,"Con  5 o más hijos nacidos",823,0.25
1105,"San Felipe",6696,"Con  5 o más hijos nacidos",1744,0.26
1106,"San Andrés Villa Seca",12166,"Con  5 o más hijos nacidos",4046,0.33
1107,"Champerico",8488,"Con  5 o más hijos nacidos",2606,0.31
1108,"Nuevo San Carlos",10317,"Con  5 o más hijos nacidos",3348,0.32
1109,"El Asintal",10031,"Con  5 o más hijos nacidos",3309,0.33
1201,"San Marcos",13016,"Con  5 o más hijos nacidos",3102,0.24
1202,"San Pedro Sacatepéquez",21982,"Con  5 o más hijos nacidos",5436,0.25
1203,"San Antonio Sacatepéquez",5117,"Con  5 o más hijos nacidos",1766,0.35
1204,"Comitancillo",13997,"Con  5 o más hijos nacidos",6512,0.47
1205,"San Miguel Ixtahuacán",10985,"Con  5 o más hijos nacidos",4646,0.42
1206,"Concepción Tutuapa",16592,"Con  5 o más hijos nacidos",6579,0.4
1207,"Tacaná",18205,"Con  5 o más hijos nacidos",7618,0.42
1208,"Sibinal",3656,"Con  5 o más hijos nacidos",1701,0.47
1209,"Tajumulco",12855,"Con  5 o más hijos nacidos",5068,0.39
1210,"Tejutla",9468,"Con  5 o más hijos nacidos",3653,0.39
1211,"San Rafael Pie de la Cuesta",4455,"Con  5 o más hijos nacidos",1316,0.3
1212,"Nuevo Progreso",7576,"Con  5 o más hijos nacidos",2888,0.38
1213,"El Tumbador",11106,"Con  5 o más hijos nacidos",3950,0.36
1214,"San José el Rodeo",4544,"Con  5 o más hijos nacidos",1613,0.35
1215,"Malacatán",24599,"Con  5 o más hijos nacidos",7210,0.29
1216,"Catarina",7891,"Con  5 o más hijos nacidos",2259,0.29
1217,"Ayutla",10310,"Con  5 o más hijos nacidos",2291,0.22
1218,"Ocós",2906,"Con  5 o más hijos nacidos",685,0.24
1219,"San Pablo",13154,"Con  5 o más hijos nacidos",4105,0.31
1220,"El Quetzal",5794,"Con  5 o más hijos nacidos",2325,0.4
1221,"La Reforma",4377,"Con  5 o más hijos nacidos",1869,0.43
1222,"Pajapita",5886,"Con  5 o más hijos nacidos",1614,0.27
1223,"Ixchiguán",5677,"Con  5 o más hijos nacidos",2319,0.41
1224,"San José Ojetenam",4442,"Con  5 o más hijos nacidos",1761,0.4
1225,"San Cristóbal Cucho",4347,"Con  5 o más hijos nacidos",1705,0.39
1226,"Sipacapa",4806,"Con  5 o más hijos nacidos",1972,0.41
1227,"Esquipulas Palo Gordo",3401,"Con  5 o más hijos nacidos",1025,0.3
1228,"Río Blanco",1403,"Con  5 o más hijos nacidos",557,0.4
1229,"San Lorenzo",3377,"Con  5 o más hijos nacidos",1180,0.35
1230,"La Blanca",7676,"Con  5 o más hijos nacidos",2168,0.28
1301,"Huehuetenango",34102,"Con  5 o más hijos nacidos",6559,0.19
1302,"Chiantla",23810,"Con  5 o más hijos nacidos",7058,0.3
1303,"Malacatancito",5023,"Con  5 o más hijos nacidos",1685,0.34
1304,"Cuilco",15379,"Con  5 o más hijos nacidos",6152,0.4
1305,"Nentón",11613,"Con  5 o más hijos nacidos",4003,0.34
1306,"San Pedro Necta",10237,"Con  5 o más hijos nacidos",3161,0.31
1307,"Jacaltenango",10715,"Con  5 o más hijos nacidos",2961,0.28
1308,"San Pedro Soloma",13252,"Con  5 o más hijos nacidos",4811,0.36
1309,"San Ildefonso Ixtahuacán",11254,"Con  5 o más hijos nacidos",4068,0.36
1310,"Santa Bárbara",8665,"Con  5 o más hijos nacidos",3045,0.35
1311,"La Libertad",10031,"Con  5 o más hijos nacidos",3343,0.33
1312,"La Democracia",15055,"Con  5 o más hijos nacidos",4269,0.28
1313,"San Miguel Acatán",6259,"Con  5 o más hijos nacidos",2849,0.46
1314,"San Rafael La Independencia",3359,"Con  5 o más hijos nacidos",1472,0.44
1315,"Todos Santos Cuchumatán",7986,"Con  5 o más hijos nacidos",3110,0.39
1316,"San Juan Atitán",5474,"Con  5 o más hijos nacidos",1678,0.31
1317,"Santa Eulalia",9812,"Con  5 o más hijos nacidos",3865,0.39
1318,"San Mateo Ixtatán",11186,"Con  5 o más hijos nacidos",3922,0.35
1319,"Colotenango",8896,"Con  5 o más hijos nacidos",3291,0.37
1320,"San Sebastián Huehuetenango",8498,"Con  5 o más hijos nacidos",2781,0.33
1321,"Tectitán",2565,"Con  5 o más hijos nacidos",1075,0.42
1322,"Concepción Huista",4961,"Con  5 o más hijos nacidos",1813,0.37
1323,"San Juan Ixcoy",5786,"Con  5 o más hijos nacidos",2353,0.41
1324,"San Antonio Huista",4488,"Con  5 o más hijos nacidos",1309,0.29
1325,"San Sebastián Coatán",5413,"Con  5 o más hijos nacidos",2031,0.38
1326,"Santa Cruz Barillas",25158,"Con  5 o más hijos nacidos",9195,0.37
1327,"Aguacatán",14118,"Con  5 o más hijos nacidos",4941,0.35
1328,"San Rafael Petzal",2921,"Con  5 o más hijos nacidos",1011,0.35
1329,"San Gaspar Ixchil",2001,"Con  5 o más hijos nacidos",807,0.4
1330,"Santiago Chimaltenango",3109,"Con  5 o más hijos nacidos",794,0.26
1331,"Santa Ana Huista",2608,"Con  5 o más hijos nacidos",749,0.29
1332,"Unión Cantinil",4518,"Con  5 o más hijos nacidos",1390,0.31
1333,"Petatán",1761,"Con  5 o más hijos nacidos",604,0.34
1401,"Santa Cruz del Quiché",21349,"Con  5 o más hijos nacidos",5760,0.27
1402,"Chiché",7576,"Con  5 o más hijos nacidos",2894,0.38
1403,"Chinique",3030,"Con  5 o más hijos nacidos",967,0.32
1404,"Zacualpa",8921,"Con  5 o más hijos nacidos",3072,0.34
1405,"Chajul",12404,"Con  5 o más hijos nacidos",4009,0.32
1406,"Santo Tomás Chichicastenango",39398,"Con  5 o más hijos nacidos",12208,0.31
1407,"Patzité",1651,"Con  5 o más hijos nacidos",551,0.33
1408,"San Antonio Ilotenango",6624,"Con  5 o más hijos nacidos",2589,0.39
1409,"San Pedro Jocopilas",8259,"Con  5 o más hijos nacidos",3054,0.37
1410,"Cunén",10413,"Con  5 o más hijos nacidos",3559,0.34
1411,"San Juan Cotzal",7761,"Con  5 o más hijos nacidos",3096,0.4
1412,"Joyabaj",22143,"Con  5 o más hijos nacidos",7724,0.35
1413,"Santa María Nebaj",20879,"Con  5 o más hijos nacidos",6547,0.31
1414,"San Andrés Sajcabajá",7012,"Con  5 o más hijos nacidos",2200,0.31
1415,"San Miguel Uspantán",16070,"Con  5 o más hijos nacidos",5837,0.36
1416,"Sacapulas",13771,"Con  5 o más hijos nacidos",4652,0.34
1417,"San Bartolomé Jocotenango",3359,"Con  5 o más hijos nacidos",1297,0.39
1418,"Canillá",3226,"Con  5 o más hijos nacidos",1072,0.33
1419,"Chicamán",9610,"Con  5 o más hijos nacidos",3624,0.38
1420,"Playa Grande Ixcán",24529,"Con  5 o más hijos nacidos",8917,0.36
1421,"Pachalum",2449,"Con  5 o más hijos nacidos",744,0.3
1501,"Salamá",18185,"Con  5 o más hijos nacidos",4984,0.27
1502,"San Miguel Chicaj",9140,"Con  5 o más hijos nacidos",2745,0.3
1503,"Rabinal",10917,"Con  5 o más hijos nacidos",3673,0.34
1504,"Cubulco",14883,"Con  5 o más hijos nacidos",4744,0.32
1505,"Granados",3723,"Con  5 o más hijos nacidos",1161,0.31
1506,"Santa Cruz El Chol",2690,"Con  5 o más hijos nacidos",895,0.33
1507,"San Jerónimo",6998,"Con  5 o más hijos nacidos",1805,0.26
1508,"Purulhá",13896,"Con  5 o más hijos nacidos",4885,0.35
1601,"Cobán",57097,"Con  5 o más hijos nacidos",15298,0.27
1602,"Santa Cruz Verapaz",8480,"Con  5 o más hijos nacidos",2572,0.3
1603,"San Cristóbal Verapaz",17146,"Con  5 o más hijos nacidos",5994,0.35
1604,"Tactic",10415,"Con  5 o más hijos nacidos",2863,0.27
1605,"Tamahú",5062,"Con  5 o más hijos nacidos",1666,0.33
1606,"San Miguel Tucurú",10607,"Con  5 o más hijos nacidos",3689,0.35
1607,"Panzós",17110,"Con  5 o más hijos nacidos",6191,0.36
1608,"Senahú",22827,"Con  5 o más hijos nacidos",7550,0.33
1609,"San Pedro Carchá",60904,"Con  5 o más hijos nacidos",18213,0.3
1610,"San Juan Chamelco",15105,"Con  5 o más hijos nacidos",4370,0.29
